	时间	踩	赞	评分	所看话数	内容
绪山まひろ	1530982477	9292	0	10		我有个想法，动物体内的细胞会不会是兽耳呢d(?д??)
余哇踏诺西	1538299618	137	0	10	13	看番还能涨知识，对生物有点帮助，好评
WNE_02	1531391952	121	0	10	13	《工作细胞》让我深刻意识到世上还有那么多那么多细胞爱着我并为我努力着，谢谢! (*RQ)
Ga_Chou	1540975123	2	0	2	1	。。。。。
Till-Dawn	1538377404	31	0	10	12	从暑假追到现在，昨天完结撒花。来源于现实，向我们展示了细胞的努力奋斗。在你孤身一人时，仍有37兆细胞为你而战。人物的刻画也十分生动。
冥小夕	1540983278	0	0	10	10	超级好看啊！我永远爱白血球！！！
沉静的TA	1540947832	0	0	10		好
比利_黄_仁山大帝	1540943289	0	0	8	13	自从看了这部番我的学考全部过关
哔哩哗啦哔哔哔	1531588142	0	0	10	13	不多说，，，，俩字，，，吹爆！
板烧鸡腿堡啊	1540914685	0	0	10	2	看完之后真的是满满的感动，像弹幕中我能活到现在真是不容易的调侃也好，热评中的感恩感谢也好。总之啊，我看到了，每个细胞，即使生命短暂，但也是在竭尽全力地让自己成为有用的一份子呢。感谢你们组成了现在的我。
舞法天女麦迪文	1540901362	0	0	10	13	看标题的时候，感觉和生物学的内容没什么关系。可是失血性休克那集，血液跑光了了还要升血压，不就是刚学的血压调节嘛，还有中暑那集，也复习了体温调节2333有次做题的时候，题干是培养金黄色葡萄球菌！~
えんの番犬	1540863343	0	0	10	13	新颖的形式介绍身边忽略的事物，贴切真实易接受
乐宝1998	1540795844	1	0	10	13	这个番可以说真的很治愈了，几十兆亿的小伙伴陪伴我们一起成长，一起守护一起成长，为了那些为你付出一切的生命，又怎么可以轻言放弃?
爱吃栗子的年糕君QAQ	1540842244	0	0	10	9	又能科普涨知识，有趣的番
江湖人称二哥哥	1540830130	0	0	10	13	超好看
丢了一撇的我	1540824877	0	0	10	13	没的办法，必须五星支持一下。
dream天火	1540821819	0	0	10	13	＞(￣￣ = ￣洌)<
Tiny_qian	1540819894	0	0	8	1	很有意思的小番 每天在吃饭的时候看
老板3x	1540818767	0	0	10	13	可以可以
你也是水果	1540774261	0	0	6	10	很有新意，但是过于温情了，让人看着想睡觉。不适合我
lhr的鱼丸	1540734447	1	0	10	13	真正的正能量番
elderdriver	1540710305	1	0	10	12	真的是好棒啊。一部搞笑番却看得我心里暖暖的
三千	1540748030	0	0	10	13	很不错的动漫，从里面也学到了很多原来还有这么多细胞为了让我活下去从而每天的认真工作啊！
一根很逊的萝卜	1540741879	0	0	10	13	本来计划给我周边的初中小朋友们推荐这部剧……直到我看到这有点暴力的画面，我………
我有一锅大米饭	1540740254	0	0	6	13	中规中矩
荀芸子	1540732959	0	0	10	13	请一定为了身体里那些可爱的细胞伙伴们，好好活着，每天健康开心的度过，因为到最后不管你是否放弃自己糟蹋自己，他们都会毫无条件全心全意的去保护你，拯救你，坚守你――细胞们的家园，直到他们存在的最后一天！
烽火大队长	1540729742	0	0	10	1	五颗星！！！
ZERO-式	1540723777	0	0	10	13	比较，神奇的，科普番？_(??ω?? 」∠)_
只有小象才能统治世界	1540714729	0	0	10	11	好看好看！！！
暗夜披风	1540711295	0	0	10	13	棒到极致，这部番剧让我知道了那些为我们369天每天24小时工作的细胞们的辛勤与牺牲，向细胞们致敬！！！
不信耶稣不信佛	1540706908	0	0	10	13	制作水准一直保持到最后，对于故事的叙述也很好
Angel丶也会哭灬	1540698860	0	0	10	13	有趣
我头像是我的媳妇	1540696785	0	0	10	13	完结撒花
夜飞啊飞	1540685948	0	0	10	1	谢谢你们，工作细胞们！因为有你们，我才能生活的这么好，时间最美好的事物一直存在于自己身体里！啊～   活着真好！
血小板既正义	1540630669	1	0	10	1	很好的一部番 推荐初一生物刚学到细胞的同学们看
夕阳下的呵呵哒	1540684347	0	0	10	13	人生
DeaR灬By天狼	1540683849	0	0	10	1	妈鸭 惊呆了 为什么有这么好看的番
沉沦L叶	1540668155	0	0	10	10	好看，还有科普
守护芙音	1540663663	0	0	8	12	宅系数比较低的一部番，年龄段比较广，适合入宅观看，就内容而言，是较为轻松的日常，不过连着看会感觉有点乏味，中间有两三个星期没跟补，结果被B站锁了，13集是百度云补完的，科普知识的话，或多或少能学到一点
路路路口	1540655450	0	0	10	13	很好的一部番，以人体中的细胞为主角，是前所未有的，让人感觉耳目一新，剧情也很不错。红细胞是个路痴，白细胞面冷心热，血小板萌的出血，让人欲罢不能。而且我身体里的细胞都在撒狗粮，我却还是个单身狗？！！！！
逐风御策	1540655381	0	0	10	1	一部很神奇的科普番，设定异常新鲜的日常番，表现手法优秀的少儿番等等。（香菜和血小板真可爱）
TMD007	1540653416	0	0	10	13	巨好看
琪露诺是勇者	1540652990	0	0	10	13	牵手吧，如果说这就是命运的话
笑露孤独	1540647024	0	0	10	13	总之，感谢陪伴。  作为一个理科生，工作细胞教会了很多知识，也明白了一些道理。 感谢陪伴。
遗忘の神话	1540645012	0	0	10	3	超级好看！科普番好棒！
暮至夜	1540643177	0	0	10	1	看了第一集，好的，充会员去了
旅程视频设计	1540642278	0	0	10	13	工作细胞新颖独特，第一次看动画学医学知识，早点出第二季吖。
氪命玩家麟	1540623750	0	0	10	13	这是我看过的第二部科普番，第一部是蓝猫淘气三千问 (｀?ω??)
WalseLau	1540618208	0	0	10	13	非常好的科普类动漫、对于生物学和医学来说都有很大的帮助  支持！
雏田雏田雏田雏田雏田	1540612397	0	0	10	13	既有科普小知识 内容也丰富  最后一集也很感人
真真-o-	1540612228	0	0	10	13	感动～
HaSaKi喵呜	1540612133	0	0	10	13	不错～～～还有科普的效果23333
NAIMABEの暴走	1540599379	0	0	10	13	最有意思的教育向动漫了……看完后你会感觉生物老师弱爆了啊23333强烈推荐！！！
柒情G	1540595986	1	0	10	13	这部番诠释了几种比较常见的病症，以及对癌细胞的科普还是很好评的，就是集数少了一点！希望出2
番茄炒西红柿emm	1540534502	1	0	10	1	我们所在的世界不也是一个身体，我们不也是这些所谓的细胞吗
殇冰Z	1539006449	19	0	10	13	最后一集被弹幕“她虽然总是迷路，但是她的心从来没有迷失方向”这句话泪目了，各位，要爱惜自己的身体啊。             我感觉我是不是应该去献个血。。。
情纯小仙女	1538573007	0	0	10	13	好好爱护身体吧
清苔上身	1540573112	0	0	10	1	千言万语也表达不了我喜欢这部番
我还能说什么额	1540570819	0	0	10	6	good job
Ryan老S	1540563275	0	0	10	13	作为一部非常具有教育意义的动画，真的炒鸡好看......狗粮真好吃，血小板酱赛高！！！！！
哦呀君	1540563255	0	0	10	13	好看呐
DD菌	1540562356	0	0	10	11	为我身体里的细胞献上5颗星
fz219	1540552125	0	0	10	2	血小板太萌了! 高考党表示番补完生物可以提20分5?
主角总受萌萌萌	1540549187	0	0	10	12	超有趣
2223192711	1540531480	0	0	10	5	很棒！
山间有小溪	1540531365	0	0	8	13	把人体里的细胞都拟人化感觉很有意思啊！各位，我喜欢树突细胞!开始对人体机能产生了兴趣，上大学之后生物就已经被我忘光了，不过生物果然很有趣啊。
ATP水解酶	1540099546	0	0	10	13	啊啊啊啊啊啊最后一集赚足眼泪！！！13集短小精悍，情节很棒！超爱！
joongly	1540500365	0	0	10	1	语死早只能说真的超棒啊啊啊啊！
筱筱筱筱筱筱雨	1540482488	0	0	10	13	55555趁着大会员还在看完惹
豪子里昂	1540478943	0	0	10	13	这番怎么烁呢。？
☆群星流转之时★	1540467988	0	0	10	13	好看
azalixu	1540466055	0	0	10	13	很好的科普呀
MSP430E	1540457673	0	0	10	13	我也要好好工作才行呢
妮可妮可妮可妮可妮	1540453355	0	0	10	12	5星就完事了
吾王ZhangQL	1540445024	0	0	10	3	我永远喜欢白细胞！！！！！！
阿尔托莉雅`潘德拉贡	1540442702	0	0	10	13	血小板是要萌死我吗？
冥帝残月	1540439723	0	0	10	13	很好看，值得一看
Wedneston	1540399690	0	0	10	12	一部非常优秀的以拟人与科普为主要看点的轻松的番剧，虽然经常会有危机但是也有机会被化解，就像我们的生活一样。  不可以一蹶不振，要快乐，健康第一。
水寒2013	1540395829	0	0	10	1	爱死了，超级好看
泉此方QAQ	1540395611	0	0	10	13	有趣还能科普，重要的是还有香菜！
剑神秦夕颜	1540386797	0	0	10	13	2018年7月新番最大的黑马
想不到有什么昵称改了	1540383777	0	0	10	13	一直存着等完结看，现在看完了，觉得果然自己爱惜自己才最重要！毕竟我体内有那么多可爱的细胞啊～
下一个僵尸SAMA	1540374519	0	0	10	10	非常好看
chenyiran1036	1540369489	0	0	10	13	动漫很好看！！！很新颖的题材，画面也很好！！
火	1540361385	0	0	10	11	满分！！！！！！
悲催光环7	1540361029	0	0	10	13	起先是由血小板的cos知道这部剧，第一集看完就为了这部剧专门开了会员，看过之后绝不后悔，话说……血小板是你们的，巨噬细胞我就抱回家啦
西住美穗ヨ	1540360313	0	0	10	13	非常有教育意义的番剧！
Rie-离	1540357451	0	0	10	13	多谢款待
柠檬青柠檬	1540345228	0	0	10	9	还不错
浪一小	1540342782	0	0	10	13	血小板可爱
烟酒萝莉	1538539159	21	0	10	13	感谢我身体里的每一个细胞(??????)?但为什么那么多勤劳的细胞会构成一个如此懒惰的我QAQ
_舳_	1540317867	0	0	10	13	除去一些设计的有点尴尬的地方，其他都蛮好的。五星好评
初璃北兮	1540310814	0	0	10	11	想看第二季
评论区的脑洞君	1540307240	0	0	10	13	最后一集为我们老乡长脸了，重点是东北人很热情的哦。这部番也写出来了这点。不错5星
henryox	1540307137	0	0	10	13	有2吗。。
家常	1540304938	0	0	10	13	长知识，角色萌，让人能很形象的学到一些基础的知识，对于厌烦了死板的书本学生来说是一个提升兴趣的番，对其他人也能凭借着优秀的表现而喜欢，是一个很好的番剧，能做到这些作为一部科普、子供番已经大大超出了。
沉默的断章	1540303927	0	0	10	13	血小板就是正义，身体里的故事，科普向，剧情有趣
大葡萄媛子	1540302210	0	0	10	13	挺好看的 可以了解很多知识 以后说到这些细胞的时候都会想到这些人物 挺好的
狍子鹿鹿鹿	1540301494	0	0	10	13	感觉有点教育意义
梦-二次元	1540298001	0	0	10	13	近年来少有看哭我的番
月寒曰暖	1540281128	0	0	10	9	啊，血小板好可爱！！！！
汤圆烫	1540277478	0	0	10	12	好看好看！
ZangTianTaoGe	1540275204	0	0	10	13	啊  又想见血小板了
快把这个人拉去学习	1540271154	0	0	10	13	“照顾好自己。因为你不仅伤害了自己还伤害了37亿个细胞”
吕醉卉	1540267526	0	0	10	10	好看的很有科普性
明知早知离别	1540256375	0	0	10	13	活着这么久不易啊
暗夜猫猫猫妖	1540254569	0	0	10	1	毕业多年的理科生不要脸滴表示，很亲切的设定～一集一个小故事的形式也不容易崩，毕竟人体内有那么多让人惊叹的小秘密，只要能好好讲出来，就不愁没有好故事。没错我在许愿第二三四...季啦！
助手さま大好き	1540188838	1	0	10	10	超出预期的好的一部番，涨了很多知识的同时又被喂了很多狗粮就是了_(:з」∠)_
迷路阿飞	1535420926	0	0	10	13	外来物种大量入侵B站希望B站的原住民别被新来的取而代之了
きのしたひでよし	1540235575	0	0	10	13	血小板最棒
水来桑	1540227135	0	0	10	13	最成功的一部番剧
Ta_2_央家的喵酱	1540226131	0	0	10	13	深觉受伤真是对不起我体内的细胞们
饭团的二欢	1540221935	0	0	8	13	整体上还行，专业术语整得有点多让我也认真了起来……但还是有些地方槽点也多……想要在这部作品学习专业知识的话只用看方框里的字就够了。
八百万只喵	1540207501	0	0	10	13	辛苦各位啦
Sakuraと绘梨衣丶	1540206256	0	0	10	13	设定新奇，阵容强大，我还能说什么呢
蠢琊乖乖	1540203315	0	0	10	13	血小板！！！
三四帝	1540200618	0	0	8	13	剧情一般
一只小明LLK	1540200351	0	0	10	13	为了自己体内的细胞一定要好好活着！！
MARKGAO1998	1540180343	0	0	10	13	真心感谢这部番以通俗易懂而又励志的形式介绍了人体内各种细胞的功能。仔细想想，体内的细胞们为了维持这副身体的正常运转都这么努力，那么作为这副身体的主人，我又有什么理由不努力活下去呢？
An安仔_	1540179307	0	0	10	13	在我朋友圈空间微博火了这么久的番，终于被我补完了，首先真的很被这种细胞团结的力量打动，其次这部番很有教育作用，可以让大家能够更了解自己的身体内部的状况，要一直健康哦，这部番身体里边的细胞都太可爱了！！
二月洛阳	1540113368	1	0	10	13	一个字棒，俩个字好看，三个字第二季。
社会l诚哥	1540137077	0	0	10	13	emmm看完之后张姿势了
丿安啦丶	1540136750	0	0	10	13	好看d(●??｀●)?哇～
魔绘小源	1540135703	0	0	10	13	很喜欢的一部番剧，用拟人化的形式讲述了人身体的种种变化，看到最后两集莫名伤感。em。。。。。要好好爱惜身体啊米娜
LAST丶琉璃	1540134558	0	0	10	13	喜欢香菜的红血球(RωQ)/
眼罩才是本体233	1540130375	0	0	10	12	创意很好，科普性强，1146超帅啊啊啊啊啊啊啊啊
幻想の电波	1540125426	0	0	10	13	迟到的完结撒花，看了之后，感觉更要好好的生活了，不然怎么对得起37兆的细胞们呢2333
翩然幻蝶若烟花	1540124353	0	0	10	13	这番告诉我们要爱惜自己，不要给我们可爱的细胞添麻烦，他们每天那么辛苦
大魔王0422	1540124117	0	0	10	13	值得五星的番剧
Aoki大酱	1540122833	0	0	10	13	其实是科普片。
亦鱼柚天	1540116072	0	0	10	1	话不多说，笔芯。
御坂美琴09号	1540115394	0	0	10	12	哈哈哈，血小板好可爱
卞卞bili	1540114196	0	0	10	13	有意思
嫌弃不听八爷的人儿	1540111473	0	0	10	13	设定很有创意感觉算近些年来挺有创意的番了，但可能因为每集设定是一个症状就是会有种单元剧的感觉，容易缺乏高潮和新鲜感了。但漫画其他番外挺有趣的，也期待动画化啊！
小可郾懒	1540104641	0	0	10	10	科普番，不e不e，另外，5星o白血球~
新垣结衣正牌男友	1540102613	0	0	10	4	五星好评
一直这样E	1540100869	0	0	10	13	我的血小板世界第一可爱? ??
爱看动漫的发仔	1540099976	0	0	10	13	不错的日常科普番
某部长の橘子酱	1540099065	0	0	10	13	棒！
Clear雨	1540097924	0	0	10	13	感谢为学生物的人提供如此生动的教学，也万分感谢让我认识了那么多因我而努力的细胞们啊w
卡卡弥稀	1540095624	0	0	10	13	好喜欢血小板，太有爱了。
我才不是乖宝宝丶	1540094398	0	0	10	13	非常好看！！！！
孕投番-	1540093426	0	0	10	13	果断五星
瞪谁谁怀孕哦	1540089582	0	0	8	13	老少咸宜。
吾王剑锋所指啊	1540089497	0	0	10	13	结局泪目
盖被子的猫	1540088276	0	0	8	13	我给4颗星是觉得综合来说这个番的质量不错还有一点点科普性质。但还是不是神作
渚之星	1540082848	0	0	10	13	寓教于乐，同时又不失狗粮与搞笑桥段，合而为一，一部别致另类的好番
姊零寂冢	1540080441	0	0	10	11	健康是最好的祝福了！
d灰白	1540046451	1	0	10	13	科普番还是第一次看，另外我永远喜欢红血球( ?? ? )
ionion	1539921635	2	0	10	13	在医院陪住院的阿公，吸了一辈子烟和潮汕口味，80多岁喉癌和肺气肿，喉咙肿瘤连液体都很难吞咽，日夜倒睡，晚上特别折磨人。看完结集的时候就在想他的身体里是什么样的，细胞的大家都是偏执狂吧。
河被人	1540057843	0	0	8	13	rua，看着过瘾这就对了！整体上来说已经很好了（除了偶尔的崩坏和火柴人以外），话说我没想到细胞也能这么燃。。。。
ゼラニウムの子	1540050732	0	0	10	13	觉得13话把这部番的立意提升了一个层次。前面一直是个科普番还带着一些狗粮，但看完最后一话真的感触很深。连细胞面临绝境都还挣扎着，何况是人呢。希望大家都能爱惜自己的身体，好好活着
Jay丶偏执	1540046310	0	0	10	13	佳作
肤黑更腹黑的腹黑黑	1540041909	0	0	10	13	超棒
栗包090	1540039862	0	0	10	12	学生物的时候头脑都有他们啦 敲可爱好看
咿呀家小鱼干	1540033128	0	0	10	13	超喜欢血小板
平居士	1540028397	0	0	10	13	这是我今年看到的最棒的番
世上第一难事	1540027631	0	0	8	13	很有趣的动画，想到身体里有那么多每天都在努力的细胞，我都充满了力量了。还有最重要的一点就是好好照顾身体，长命百岁啊~
星阶人	1540025823	0	0	8	13	这种科普番挺创新的，但剧情有点幼稚了
青冥月华	1540021248	0	0	10	13	没太多说的，很不错的番
我家艾拉美如画	1540020714	0	0	8	1	还行吧，没有想象中那么好看，血小板出现场次太少了，但是白血球好暖，红血球呆萌呆萌哒
败者交	1540018695	0	0	10	12	豁 最后一集没看 看不了了
丢蕾S姆	1540012968	0	0	10	1	实话，挺有趣的
逐渐退出哔哩	1540010254	0	0	8	10	还行
翳羽见君	1540008751	0	0	8	13	更新完之后就都要会员了，庆幸自己有一集一集的追
啵啵啵啵啵饽	1540001677	0	0	10	7	看番学生物(????ω????)
花间鹤sun	1540001112	0	0	10	5	阿学医的毫无压力阿w血小板好可爱
小拳拳捶你丫胸口	1539997419	0	0	10	9	很不错的一部番
十三	1539995540	0	0	10	13	工作细胞真的超级好啊！
萌萌小肥喵	1539870647	2	0	10	13	b站好变态，一播完几天后就只能永久大会员看了…
摇滚侑用	1532616886	0	0	10	9	一集一集追赶过来，结果留下了穷人的眼泪
GraceAuthor	1539967454	0	0	10	1	超级喜欢血小板
逍遥の翎	1539966203	0	0	10	10	真希望高中生物课老师可以拿这部番讲稳态
@の思念在凋落丶	1539964488	0	0	10	10	一看是是因为在抖音上看到的血小板的样子觉得很可爱才可是对这部番剧开始感兴趣的，后来发现这是一部很好的番剧，以细胞拟人化的方式来科普人体中各个细胞的作用，即可以了解到一定的常识，有可以很愉快轻松的看完它
ゼロの原点	1539963710	0	0	10	13	为了红细胞，不熬夜，睡了！！
失落-孤魂	1539957873	0	0	10	12	一边享受红白狗粮，一边学习，好评
失去梦想突然变成咸鱼	1539957163	0	0	10	13	因为疯传血小板表情包慕名而来，喜欢香菜的声音，每一集都期待红细胞出场（虽然有一集没有红细胞），而且这部番是真正的把生物知识融入到番剧中，在观众看的开心的同时还普及了生物，真的很棒
胸前的红领巾格外鲜艳	1539956403	0	0	10	13	好久没看到这样趣味性和科普性的番了，很期待有后续第二季
风中流逝的沙	1539949478	0	0	10	13	白赤赛高！
纪阡陌	1539946223	0	0	10	13	非常好看！
君子协会	1539932280	0	0	10	13	完美
海贼妖尾银魂smida	1539925140	0	0	10	13	很好看，具有科普性
钰溪	1539924924	0	0	10	13	血小板，万恶之源。
的哟孤的元	1539896340	1	0	10	12	非常好看
易水肖潇	1539882335	1	0	10	13	长知识了
孤寡小夜曲	1539880238	1	0	10	13	如果要让我来点评，我只能说，神番！
结-城	1539616888	0	0	8	8	13565
FalconBBP	1539883086	0	0	8	13	生物生看到这个死而无憾了
RS-SIEGE	1539878795	0	0	10	1	真的强力推荐，适合所有年龄段的人看，感人有趣不乏可爱气息的科普番！
我帅吗？帅啊！	1539873842	0	0	10	13	好看好看！！！
g晓	1539869293	0	0	10	13	非常超级棒的番
圈圈poi	1539864737	0	0	10	12	将科普与动画很好的结合在一起，也基本上没有什么专业性错误，非常推荐啊
冬秋志	1539864179	0	0	10	13	再见了我的血小板，从今天以后就再也看不到你熟悉的声音了，再也听不到你软到心里的声音了。再见了，我会一直等你的再次出现。这是一部很好的番剧，把枯燥无味抽象的东西，生动的表现出来，点个赞。
白色的城	1539863970	0	0	10	10	不错的科普向动漫，尤其适合考前看（笑哭）
欧尼桑呆	1539855121	0	0	6	1	大会员。。。在别的地方看完了
抄作业高手	1539840540	0	0	10	7	高中我要是……看到这个番，能学不好生物嘛？？？？？（小声bb）
会魔术的小丑写手	1539833271	0	0	10	13	科普类动漫，本来就是弱项，所以他的加成分数很高，所以依照动漫本身是8分，然后加成科普…………18分……… 怎么办，最高10分的啊
魔枪666	1539833013	0	0	10	12	不想说话，五星就完了
尘心_	1538835308	0	0	2	12	后期剧情有点无聊
tony1379	1539792159	0	0	10	13	轻松有趣的剧情带点知识普及，很不错的番
我然机智	1539790507	0	0	10	13	吹到爆！
无量真人	1539790213	0	0	10	13	4级了，23333，过来给个好评。
LECF	1539789552	0	0	10	13	有这么多的细胞在支持我，我还有什么理由自暴自弃
让樱子来妮可你吧	1539782999	0	0	10	13	太感动了，会好好爱惜自己的身体的
在下小仙猫	1539777669	0	0	10	13	棒棒哒，传递知识
优风风	1539776275	0	0	10	13	л??????? (?????)?
王玉百合子	1539775421	0	0	10	9	有糖有科普有温暖有搞笑，就是这样的动漫才好看呀www
O小黄豆O	1539774436	0	0	10	12	真的很棒的一部科普喜剧，生物课要是都这样教，还有什么学不会的，作者真是人才，最后，感谢我生命中的每一个细胞，你们辛苦了。
cccabl	1539763902	0	0	10	13	超喜欢呦
TTViz	1539752115	0	0	10	13	是一个学习生物的好动漫*??(@ωA*)?*?
嬗痨	1539750831	0	0	10	13	大爱~原来这个世界还是有些人（细胞）在为我们拼过命。以后还是要好好爱护我们的身体啊
原罪漠天	1539748709	0	0	8	13	吞噬
雪鸠雪鸠小雪鸠	1539743242	0	0	10	13	白血球好帅啊，嘤
岚渊大人	1539741113	0	0	10	13	是一部非常好的番了，刚开始以为是一波巨大的狗粮，一想到自己身体里红细胞和白血球在谈恋爱就觉得心塞。看到最后，突然发现很励志。“我虽然会迷路，但从未迷失过心的方向。”这是来自红细胞的态度
沉迷于动漫和音乐的诺	1539737592	0	0	10	13	这是一部非常有意思，有内涵，有意义的番剧，看完《工作细胞》后大家多多少少对自已的身体有了一定的了解，强烈推荐这部《工作细胞》。作为生物上的教材也很不错的一说。总结：能活到今天真不容易，谢谢细胞们。
想哈师大	1539737289	0	0	10	13	啊～～   好好看的动画    特别的治愈   适合各个阶段的人群看
雪凝h儿	1531419439	0	0	10	13	完结，科普番真的非常棒
Jhon-_-Harris	1539711160	0	0	10	12	我想不用多说什么，让大家的欢呼声告诉你这部番为何值得去看
嘟了个嘟噜	1539707619	0	0	10	13	为了香菜，血小板，还有科普必须给五星
hadhand	1539704974	0	0	10	13	数亿细胞们一直在为你不断地奋斗，而你又有什么理由不努力的活下去、努力下去呢。
gary21539	1539696893	0	0	10		非常有趣!
时崎洛糸	1539695404	0	0	10	9	666
啼鸟恋诗	1539676372	0	0	10	13	真的超级好看！被细胞们治愈了~
我如是道	1539674783	0	0	10	13	真的...........................
神作观测者	1539669736	0	0	10	13	心目中已经很钢炼石头门一个等级了，剧情，人设制作都是顶级，富有科学知识，或微妙或强烈的感情。愿工作细胞能被更多人记住，成为流传起来的神作。
怀梦撞南墙い	1539669258	0	0	8	10	啊啊啊啊啊啊啊啊啊啊啊啊啊
学医救不了智障队友	1539667258	0	0	10	13	还行
杀老师的布丁	1539666283	0	0	8	13	制作水平不错，但目前除了血小板没什么亮点
乐观至丶上	1539664523	0	0	10	13	当遇事不顺的时候，想想身体里还有好几百亿的细胞们在为了你而努力的工作，你还有什么理由不振作起来呢？健康快乐的生活下去吧！！！
梦寻仙缘	1539651081	0	0	10	13	好评，力推。
阿狼小宇	1539580689	1	0	10	7	我为了你成为大会员
失去梦想的训练师	1539628627	0	0	10	13	能学到东西番在我眼里都是好番!
仔细听朕说	1539626157	0	0	8	13	很优秀，很好看。我的细胞很努力，我却很懒，我的细胞很爱情，我却死宅，我的血小板很可爱，我也很可爱
何其有辜sama	1539623139	0	0	10	13	就怕科普番煽情，哭死我了，期待下一季，想看红白cpr18本子哇
凹凸Man特别胸	1539622844	0	0	10	13	我准备去献血，白哥你有何看法？
零玖的梦	1539619935	0	0	10	13	真的是一部超棒的科普番！
胖樱的铲屎官嗷呜	1539617457	0	0	10	12	反手一个五星
_栀子w	1539615082	0	0	10	13	(?￣￣)?
二萌好萌好可爱	1539613971	0	0	10	2	血小板好可爱！好萌啊啊啊啊啊啊啊啊！！！
牛顿是只猫	1539613468	0	0	10	10	可爱可爱！
半拉儿柯基	1539613005	0	0	8	13	虽说看起来有点幼稚，画风也没有太精致，不过总体剧情挺有新意也科普了一些知识，最后两集真的不错哈哈
一个没有存在感的人	1539612443	0	0	10	13	放心吧，这些不是你的细胞。你的细胞就像这样→凸⊙ω⊙凸
不会取名的UP主	1539609775	0	0	10	13	完结撒花～
Freeze_Meadow	1539608786	0	0	10	13	OvO
天宁最棒了	1539606864	0	0	10	13	工作细胞这个作品可以说十分的真实而且达到了富有寓意，让人切实的知道自己身体内细胞的可贵，同时增进了生物知识，还是十分推荐的~
Inori怜祈	1539606002	0	0	10	13	我真的觉得生物课可以看这番了
15700842636pxr	1539605151	0	0	8	12	还不错啊
略略略的方便面	1539598476	0	0	10	13	好看
一世浮尘zZ	1539595731	0	0	10	13	每一集都是一个温暖人心的故事，红白赛高
