	时间	踩	赞	评分	所看话数	内容
是信长不是信长	1538995575	0	0	10	13	完结撒花
瞎几把权限	1538990800	0	0	10	13	好
小酱Isabellemiu	1538990524	0	0	10	12	一个从来没有认真听过生物课的小表示这番超棒啊啊啊啊啊
我闪就是中二少年	1538989858	0	0	10	7	今天也要像血小板一样元气满满哦～
楠神妖颜	1538989184	0	0	10	13	(?>ω<*?)
独秀隐遥芳	1538988518	0	0	10	13	超级喜欢血小板
你给我说清楚啦啦啦	1538987015	0	0	10	13	真的很好看的动漫，途中一度泪崩~~(>_<)~~
射手座のAioros	1538986036	0	0	10	12	身体里的细胞真不容易
英姿飒飒	1538984646	0	0	10	13	要好好爱惜自己的身体
樱の三日月宗近	1538983817	0	0	10	13	完结撒花
十六空玄	1538983667	0	0	10	13	很感动啊(???ω???)米娜为了身体里的细胞们也要好好活着，还有37兆亿为了让你好好活下去的细胞呢
晓梦羽	1538983346	0	0	10	12	五星还需要理由吗
妖孽忧	1538983337	0	0	10	13	挺好看的(??ω??)?有点科普番的即视感?^v^?
HP_1	1538983295	0	0	10	13	太棒了，我的血小板
Asukaw鸟	1538983108	0	0	10	13	哟西
蓝二哒哒的兔叽	1538982296	0	0	10	13	很生动形象的一部动画  缓解了本应有的枯燥  让人有了看下去的欲望
猪猪有猪尾巴	1538981766	0	0	10	12	看完了，没什么好说的满分满分
赵草莓的心理医生	1538980281	0	0	10	13	挺好的 科普文  血小板UP UP
坂田楠雄	1538979854	0	0	10	13	具有科普意x，在^看赢r也能@得小知R，是不e的赢!
正版四季	1538979184	0	0	10	13	血小板好可爱啊啊啊啊啊啊
Heartless夜千城	1538977869	0	0	10	13	真的不错啊，这种片才适合给小孩子看，希望能出更多这样有教育意义的知识片。
秦兮墨雨	1538977379	0	0	10	13	第一次这么喜欢动漫的男女主角，白哥这种强大与温柔并重的感觉真的超棒！前几集对红细胞的感觉淡淡的，最后一集彻底爱上这个有点迷糊但温柔礼貌的小天使，还有血小板，嗜酸性粒细胞，为了他们也会好好照顾自己的！
Alisaswift	1538976960	0	0	10	13	以后要爱护身体，本单身狗允许你们在我身体里谈恋爱，搞基，百合。就酱~喵~
是罗马音么	1538976469	0	0	10	13	感谢陪伴
Rabbity22	1538976457	0	0	10	13	感谢身体里的每一个细胞  完结撒花 感谢陪伴
哔啵哔哟	1538976348	0	0	10	13	有这么多细胞的陪伴真的很幸福呢！希望大家每天都可以幸福快乐啊！不能辜负了细胞们的努力付出！！！刚把带哟！！
长颈鹿嘤	1538976082	0	0	8	13	还行？主要看创意，把身体各个部分要怎么把他画生动有趣，这个感觉超级赞！反而那些煽情热血的看多了有点腻。
姜姜姜姜姜九凉	1538976051	0	0	10	13	啊啊啊啊啊这个是我追的最完整的一个番。完结撒花！！！
二零一啵遇见你	1538975950	0	0	10	13	一部很好看的具有科普性质但又不缺乏无趣的动漫
joyce850724	1538975896	0	0	10	13	多向治愈啊，画风、声音、心灵，无与伦比！本季度最治愈的番……
Elysian_Fields	1538975886	0	0	10	13	很好看哦，在站追的第一部番。
小门人	1538975589	0	0	10	13	最后两集都在哭……感觉这个动漫真的好感动啊。要好好爱惜自己的身体呀，最开始觉得血小板超可爱，后来觉得所有的细胞都好棒。很优秀的一部剧了。希望阿珍和阿强永远在一起哦~
账号加密码	1538974906	0	0	10	13	嗯，播放量说明一切。
玢谪计囚	1538974408	0	0	10	13	完结撒花
剪刀手哦耶	1538974321	0	0	10	13	好评
许以爱	1538974245	0	0	8	12	题材很新颖
花帝丶风之清	1538973411	0	0	10	13	真的很不错～推荐大家也去看看～
克苏鲁2号	1538973197	0	0	10	13	坐等第二季
曼小图	1538972124	0	0	10	13	真好
独孤之恋	1538971537	0	0	10	13	今天也要继续
星空温暖	1538970845	0	0	10	13	?(?????????)?
妹控就是任性	1538970399	0	0	10	13	细胞都那么拼命了，我们还有什么理由不努力～
小琳琳啦啦啦	1538970136	0	0	10	13	以很搞笑的方式讲述了很多知识，喜欢血小板的萌，白细胞的直，红细胞的蠢，嘻嘻，很好看的一部番剧，期待有后续
莫遇倾城	1538967458	0	0	10	13	超超超超超超超棒！！
又是一年努力时	1538965119	0	0	10	13	居然看哭了，哈哈哈，也学到很多知识，感谢我身体里的所有辛苦工作的细胞们。
哈不客气	1538964964	0	0	10	13	超级无敌的可爱！还有很普及知识
__温故	1538964461	0	0	10	13	真的太好看了吧
郗明明	1538964211	0	0	10	13	好看！牛批！
从零开始leslie	1538964063	0	0	10	5	血小板实在是太可爱了
一个帅男的传奇故事	1538963022	0	0	6	1	科普番还行，已经不适合我这种人看了.....
苏小陌的墨晓酥	1538957319	0	0	10	13	看完忘了投币，满星，必须满星，居然被体内细胞感动到了。
Vaniacss	1538887296	1	0	10	13	这部番不仅仅是暑假的生物补习课，还是我们上的一节深刻的人生理论课，面对生活要保持乐观态度，面对挫折要心平气和，冷静分析保持本心。这个假期，感谢有你！
Aiko丶雪茗	1538883668	1	0	10	13	有趣又富含教育意义的科普番，非常喜欢！细胞们每天都在辛勤工作着，真的辛苦啦！所以我们要更加好好爱惜自己的身体呢！希望很快会有第二季，期待！
ForPeaceAndLove	1538883408	1	0	10	13	有几集看起来很是尴尬，但是到了最后两级失血性休克就很强了
南念笙	1538881731	1	0	10	13	感觉看完这部番以后，莫名有了更自爱的感觉。想想自己受伤会让这些可爱的细胞们受到伤害，真是一种罪孽。多保护自己。不舍完结。
手心の温り	1531014739	0	0	10	13	巨好看，看爆
永远亭の铃仙因幡	1538954485	0	0	10	13	当你想要放弃的时候，请记住，你身体里的数亿细胞还在孜孜不倦地奋斗
DontSay_	1538954461	0	0	10	13	身体里住了那么多小可爱每天都在辛勤地工作真的好辛苦呀~最开心的是有着考哥声线的辅助T细胞啊啊啊啊~工作细胞们继续加油鸭！
13580563447	1538953612	0	0	10	13	强强强
夜月微熏	1538948920	0	0	10	12	期待下一季
Sillydizzylizzy	1538939692	0	0	10	4	治愈啊～虽然剧情简单但是经常会戳中萌点，末尾的东北话红细胞真是笑哭了2333333
偷电狂魔海风酱	1538936887	0	0	10	13	这部番让我感觉到了我不是一个人在战斗，与此同时有数兆个细胞在与我共同奋斗，为了他们也一定要爱护自己的身体，早睡早起吃好喝好！～(?3[]
萌萌的源少	1538936832	0	0	10	13	很好看呀，感觉自己身体是个宝藏
深Y之下	1538936505	0	0	10	13	科普爱情战斗一应俱全∠( ? 」∠)_优秀。。。。。。。。。。以后禁止在我身体里谈恋爱，这是因为会影响氧气运输和免疫系统的效率，绝不是因为羡慕嫉妒恨(???)
Tezuka的眼镜儿	1538935594	0	0	10	13	棒呀～
李斯文特	1538934505	0	0	10	12	怎么说呢，寓教于乐。从番剧中学习到了很多有用的知识，拓宽了知识面，也看到了体内细胞的努力。原来我的身体被爱与热情的细胞们保护着，想想真是很有安全感，谢谢你们，陪伴了我22年的细胞们，未来，请多关照
永hの樱	1538934455	0	0	10	13	活下去
FROSTlcy	1538933698	0	0	10	13	科普而不失趣味
JS05AMR-KelvinC	1538933267	0	0	10	13	十分好看！寓教于乐又不枯燥，还叫你人生哲理(大雾)。感谢我身体里所有在为我辛苦劳作的的细胞们，对你们致以最最崇高的敬意！(咳癌细胞你发声就好了我爱石头……)
我家不二	1538933077	0	0	10	13	哇真是补习生物课啊学了工科四年之后已经完全忘记高中生物了…这部动漫很生动地把人体生理上的运作讲清楚，感觉就算是小孩子也能完全看懂呢
方思明呀	1538932907	0	0	10	13	期待下一季！！
焕子z	1538932878	0	0	10	13	非常的好看哦，超级喜欢白血球啦哈哈哈哈哈哈
冷瞳丿菌	1538931846	0	0	10	13	真实
樱月晴夜	1538930677	0	0	10	13	超级好看，不过要感谢身体的细胞
锦瑟云烟	1538929982	0	0	10	13	我会说从小我就幻想体内的细胞们是不是也有生命的吗，这部动漫满足了我童年的好奇心！ (*°°)?
dishihao	1538928990	0	0	8	13	挺不错的
君桑-	1538928343	0	0	10	13	感谢陪伴，明白了即使是一滴血也是我生命中宝贵的一份子，细胞们为了这具身体无时无刻不在努力，感谢。
颜七	1538928018	0	0	10	13	好看
爱迷路的蜗牛	1538927889	0	0	10	13	不仅有科普而且还这么好看，感谢身体内一直努力工作的细胞们。
OrangeMiracle灬	1538927442	0	0	10	13	非常好看
底特律_刚田武	1538927378	0	0	10	13	最近追完的一部番 感觉很新颖 人物刻画也很可爱 不知道会不会有下一部 寓教于乐的形式也让我有了许多收货 满分好评
丝朵莉娜	1538927236	0	0	10	13	c(°°)ノ完结撒花！真的舍不得，上一部这么舍不得的是月刊吧，希望有第二季，很喜欢这种轻松积极向上氛围的动漫
爱吃豆沙包的学妹	1538927161	0	0	10	5	血小板超级可爱啊√我的天呐！妈妈爱你们（*/?＼*）
言喻之	1538927032	0	0	10	13	最开始当做科普番来看的，唤醒了久违的初高中时期的生物课的记忆，最终决定来评价是因为最后一集――“尽你该尽之责，哪怕其卑微”。
倒霉的熊孩子2233	1538926570	0	0	10	13	工作从来都不简单，我们要无时无刻的保持耐心和热情。
香蕉大薯片	1538926516	0	0	10	13	喜欢！应该是最近最喜欢的一部了。
精分小甜心	1538926516	0	0	10	11	永远爱工作细胞(???ts???)
觥惊长夜	1538926423	0	0	10	13	善始善终
V深法萨的	1538926271	0	0	10	13	老子好喜欢好喜欢好喜欢好喜欢好喜欢啊！
小小小小启	1538926159	0	0	10	13	绝赞，推荐
休斯蒂斯	1538926058	0	0	10	13	有意思，神作
萌新咸鱼翻身当宝剑	1538925989	0	0	10	13	莫名心疼自己的细胞，我把自己养成200多斤的肥宅~
幼溪酱	1538925760	0	0	10	13	超级棒棒棒！血小板真的超可爱的
静候・轮回	1538925510	0	0	10	13	羽毛球过来这边简直清流
F之渔	1538925482	0	0	8	13	整体来说是一部带有科普意味的很有趣的番，拿我不专业的眼光来看，科普还是比较成功的。人物都好可爱，看完之后就想好好锻炼身体，不辜负细胞们
假装纯洁	1538925395	0	0	10	13	每天都有那么多细胞为了你努力的工作，还有什么理由不热爱生活呢！！！
BaddestRogue	1538925219	0	0	8	13	追完了。。
爆炎加热炉	1538925103	0	0	10	13	(?`??)
H不o心	1538924756	0	0	10	13	满分不过分的，寓教于乐，挺好的
瞎王针眼	1538924599	0	0	10	13	很棒。
井上千寒	1538924520	0	0	10	13	支持！
一抹阳光亮瞎你	1538924404	0	0	10	13	这部番不仅适合我们看，也适合孩子们看，让他们知道自己受伤了，身体里的细胞会怎么样，也有很好的教育意义
法兰克福折耳猫	1538924372	0	0	10	13	将细胞拟人化这题材相当新颖，让我了解了更多细胞的故事，寓教于乐十分有趣
妖怪Bow	1538924263	0	0	10	13	很喜欢这样的拟人化科普动漫，真的舍不得完结，希望早日看到续作及更多相关~筑免疫长城，坚守岗位全心全意；保代谢平衡，齐心协力健康第一！
暗香隐士	1538924066	0	0	10	13	我很少一集一集的追，但是这个真的是让我看完一集在期待下一集的动漫，我还把他推荐给了我的朋友，还有邻居，幼教，老师，家长，就想让他们了解或让他们的孩子了解趣味科普，也希望赶紧出续。完结撒花，期待他季。
我家烦烦	1538924043	0	0	10	13	特别棒，科普性与恋爱番的融合，血液循环甜度满分！最喜欢B细胞小哥哥，莫名亲切hhh白哥也很喜欢，红细胞一开始没get到，但后来越来越喜欢啦，血小板可爱依旧。真是很棒的一部番，完完整整追下来的文科生表示
噫嘘嘻	1538922605	0	0	10	13	大家都要爱惜自己的身体呀，细胞们都在努力的工作呢！
劣质的温柔	1538922267	0	0	10	13	超好看科普了很多知识。
BYM柏JilinBus	1538922140	0	0	10	13	非常优秀的科普番，希望能有第二季
陕西吃饭大学	1538921760	0	0	10	13	用拟人的手法生动形象的刻画出了人的身体内部的细胞情况，题材新颖，一发入魂。
一夜柳	1538921453	0	0	10	13	这种既有科普性又有趣味性的动画真的很好，看到体内的细胞这么努力的工作着，我们又有什么理由不去高兴的过好每一天呢
越前sama	1538921345	0	0	10	3	很有意思很好看
樱花味泡面	1538921126	0	0	10	12	要自豪，健康第一！
大神vl	1538921035	0	0	8	13	（ΘvΘ）
诗乃隔壁王叔叔	1538920971	0	0	8	12	很赞的番！
解静雯	1538920504	0	0	10	13	今天细胞们也在努力工作呢
龙猫啊你个柯基	1538920445	0	0	10	13	啊完结了，每次到完结心里空唠唠的_(:з」∠)_
嘉嘉sjx	1538920362	0	0	10	13	好番 好番
你驼哥哥	1538920345	0	0	10	12	很棒！！！！
赖蛋	1538920131	0	0	10	13	血小坂好萌
高天奕	1538920050	0	0	10	13	喜欢！！！
PR	1538919888	0	0	10	13	好看
最帅的那颗果	1538919688	0	0	10	13	真的很好看啊！！
一口白茶茶	1538919555	0	0	10	13	一部不可多得的好番(??ω?`)
	1538919439	0	0	10	11	完结撒花！虽然还没来得及补完orzzz
希望我变成欧洲人	1538919223	0	0	10	13	不论年龄不论是否爱动漫，这部番都该看，好好看！
BonnetSherl	1538919033	0	0	8	13	生物狗一本满足
平凡的西范	1538919030	0	0	10	12	一部非常不错的番，有笑点，有泪点，有燃点，有萌点，还有十分干货的科普，7月，感谢有你的陪伴！
9981x	1538918945	0	0	8	13	可以
似水岚冰	1538918885	0	0	10	13	非常棒的动漫！让我对自己身体里面的细胞有了更好的了解！
key君是个好男人	1538918622	0	0	10	13	完结撒花，非常有教育意义的一部番，让我知道了珍惜自己的身体
黎明时刻的星空	1538918194	0	0	10	13	感谢你的陪伴！
花样作死熊	1538917845	0	0	10	13	我和我的珍珍宝宝都喜欢这部番，嘿嘿
-秋分-	1538917790	0	0	10	13	真暖啊～
让我下车	1538917302	0	0	10	13	科普类番，节奏不脱，设计很有趣，完美!!!
君汐儿	1538917234	0	0	8	12	很有教育意义呀～
我的妹妹是网红	1538916748	0	0	10	13	为了细胞们 也要照顾好自己啊
C荷青柏	1538916739	0	0	10	13	超棒~好想看第二部啊~(?>ω<*?)
川川殿下	1538916560	0	0	10	12	不错的番
铃铛安	1538916380	0	0	10	13	可爱，喜欢(((*°°*)八(*°°*)))
青柠潺潺	1538916126	0	0	10	10	特别喜欢。免疫细胞君，辛苦你们了。???(??ω??)?
xyz20160821	1538915893	0	0	10		很不错的科普动漫，要是出血量少点的话都可以直接给小孩子看了
warlord1989	1538915242	0	0	10	13	科普佳作，强烈推荐！
I_Smile_	1538914737	0	0	10	13	我来说一下，这是一部很好的番，即使是小、初、高、大都可以很好的掌握这一部番，对于这里来说，重新认识了自己，对于其他不注重身体的可以看《工作细胞Black》工作细胞，感谢陪伴。
花式入坑爱好者	1538914730	0	0	6	13	追完
Lucky黑白瞳	1538914333	0	0	10	13	我还要再刷一遍血小板！！！！
大王是我1	1538913738	0	0	10	13	每天都是元气满满的一天呢！
岁岁岁岁	1538913517	0	0	10	13	"完结撒花,看过的最好看的一部番。期待下一部。"
夜d星辰	1538913510	0	0	10	13	吹爆
さくらもい	1538913484	0	0	10	13	这部动漫可以说是寓教于乐，把死板的医学知识绘画成搞笑的细胞们每天工作的情况，其中以一位路痴红血球和英勇善战的白血球为主角，开展了每一天会遇到的各种细菌入侵的故事。在欢乐与感动中收货知识，向全体细胞致敬
分提芥子	1538913187	0	0	10	13	专业知识萌化，而且还做得不错。
梓汐达	1538912817	0	0	8	13	到最后几集画面有点崩，但整体而言还是蛮有意思的番，我对这番的感觉是，不是特别喜欢但是能追完。承包所有白血球。
趴着呢	1538912615	0	0	10	13	有创意，各种各样的有意思的。红菌长征，更喜岷山千里血。
020259F4	1538912254	0	0	10	13	啊血小板好可爱
机智如他的	1538911419	0	0	10	13	果断
作诗自欢	1538911282	0	0	10	6	哇 真的超好看鸭
光影记忆321	1538911230	0	0	10	13	五星没说的
TEM丶梦魇	1538911042	0	0	10	13	可以，很棒。感谢两个半月的陪伴。致敬所以的细胞 谢谢你们一直坚持工作。我们也会加油的＾０＾~
我陈哥2也没有开挂	1538910984	0	0	10	5	啊！多么的一个恋爱（划掉）科普番啊！
chen陈三岁	1538910649	0	0	10	13	超级喜欢白细胞!
皮皮怪杰克汉黑堡	1538910528	0	0	10	13	感谢陪伴，希望有续集
星空下的约定_彩虹海	1538910510	0	0	10	13	暖
超高校级的萌狼	1538910324	0	0	10	13	绝对值得五星好评(??ω??)?
Hachi-Poi	1538910028	0	0	8	9	遗憾最后一集的演出……
蛋挞117	1538909921	0	0	10	13	非常好
什沫君	1538909279	0	0	10	13	期待第二季！我还想了解一下我的身体啊
活在异次元的中二少年	1538908953	0	0	10	13	希望会有第二季
JanterConnor	1538908830	0	0	10	13	非常好看！！！！
邪起灵臣	1538908804	0	0	10	13	感谢陪伴暑假
飞变焦	1538908563	0	0	10	13	很不错的番，身为穷人的我终于看完了！感谢37e细胞的陪伴！
橙毒溴Br2	1538908545	0	0	10	13	感谢身体里的每一个细胞的辛勤工作，我们才能健康地生活下去。
袖袖啊不熊熊	1538907819	0	0	10	13	很棒的一部科普向番，用最简单的方式叙述了各种细胞的职能。希望有下一季～
哈哈嘻嘻嘟嘟拉拉	1538907741	0	0	10	13	好看好看啊
血月蝶舞	1538907711	0	0	10	13	这是一部好番，红细胞或许经常迷路，但她的心从未迷失，想想以前我对血的好奇，手上出现伤口我就挤，现在想想真想给以前的我一个大嘴巴，让你挤让你挤，多少细胞就因为我的好奇给没了，以后我再也不挤，好好爱护身体
Stray-None	1538907554	0	0	10	13	不，应该10.0分
夜空剑士kirito	1538907115	0	0	10	13	更加爱自己的身体，同时Claris赛高!
麻瓜默	1538907061	0	0	10	13	推荐～真的很好看！！！是个不错的番～
夏木没错夏木	1538906825	0	0	10	13	这叫什么？身体番吗？以血管为主要的场地展开的体内日常，既展现了身体内的生活，又映**社会的工作生活。很棒(???)
Kirito鸣	1538906168	0	0	10	13	一部好的动漫
洛水天依方	1538906024	0	0	10	13	当你不顺心的时候，想想还有大约37兆2千亿个细胞还在时时刻刻关心着你，你有什么理由不坚强地活着！最后，希望一切平安美好！
杏子茶茶	1538905966	0	0	10	13	非常棒的动漫，让我了解知识之余，更加珍惜身体健康，以及每一位生命
翻身非酋把歌唱	1538905841	0	0	10	13	啊啊居然完结了……以后没法看白赤撒狗粮了_(:з」∠)_最后一集愣是给看哭了，37兆的细胞在为了挽留你的生命而努力啊……
阿尔托莉莉雅	1538905334	0	0	10	13	完结撒花，7月最有趣的一部作品
轮回owo	1538904972	0	0	10	13	我看完了，最后1.3亿播放量，科普了很多细胞的知识啊，还掺杂搞笑内容让我们更好理解以及更感兴趣，弹幕数次感谢我们身体内的细胞，也是蛮感动的。。。谢谢细胞们的努力！
碧东未完成	1538904837	0	0	10	13	不错不错
我是青松	1538904693	0	0	10	13	很不错的科普番。
飞龙Hiryu	1538904617	0	0	10	13	满足了
空hg滨	1538904598	0	0	10	12	期待，第二季
老司机快带我上昆明	1538904293	0	0	10	13	看完之后都不敢受伤了呢
随遇而安的R小姐	1538903762	0	0	10	12	超级超级超级超级无敌好看！！！！！
利利夫人	1538902939	0	0	10	12	太可爱的番啦！！希望让看到的各位都学会爱惜自己的身体哦！就算你放弃了自己，这千千万万个细胞都没有放弃你啊！
闪耀的十字架	1538902923	0	0	10	13	好看
苏泠泷i	1538902729	0	0	10	13	这不是一部枯燥的科普番，它用拟人的手法让我们学到了一些医学知识，也让我们懂得了团结和敬业的重要性，也从微观世界收获了感动。让我们好好生活，爱惜身体吧～
我爱中jp	1538902674	0	0	10	13	很好看
吃鸡小蕾姆	1538902275	0	0	10	13	七月霸主，不多说了hhhhh
阿揪子	1538902231	0	0	10	13	生物成绩max
灵矣摩尔	1538902187	0	0	10	13	第一次，由细胞教会我要爱护自己。但是，感觉自己全身都是恋爱的酸臭味了→_→
wolfandprince	1538902185	0	0	10	13	你身体里的细胞都在为你努力着，你又有什么理由放弃呢？
晴天牌的霹雳糖	1538902018	0	0	10	12	喜欢腹黑又温柔的树状细胞！
朱雀あああ	1538902001	0	0	10	13	感动与欢笑，科学与感性，原来这一切都离我们很近。
星沉觅岸	1538901898	0	0	8	13	一开始觉得故事设定挺新奇的，然后看着看着就感觉除此之外好像也没啥亮点，也没那种看完一集后除了看下集啥都不想干的感觉，所以最后两集一直都没看。现在把补完后，居然有点感动…气氛很到位啊，结尾可以说很不错了
簸韦る咸鱼	1538901717	0	0	10	13	我就不发表看法了，任何语言都不能完美阐释我的感受
栗子爱吃甜辣酱	1538901602	0	0	10	13	我会好好珍惜生命的！
圆麻麻	1538900906	0	0	10	13	很棒啊！可爱又温暖！
Soda灭灭	1538900773	0	0	10	13	有趣生动地上了一堂生物课，细胞们都超级可爱啊
Shana_0	1538900745	0	0	10	13	老少皆宜，尤其是当作教育片给孩子带来的兴趣太重要了。当年要是有这番，高中时我也不至于生物成绩那么差~
佐藤_防火	1538900714	0	0	10	13	谢谢，真的谢谢香菜为我们带来了这么好的动漫，Bって！
@恋初雨	1538900579	0	0	10	13	期待第二季(下学期会考生物能不能及格就看你了。)
椭圆形与双曲线	1538900504	0	0	10	3	专门用来复习生物的番剧。你，值得拥有！
我缺你啊	1538900245	0	0	8	13	很好看的呀
神一样的送法	1538899881	0	0	10	13	为自己体内的37兆细胞点赞，他们既然都没有懈怠，那我更不能懈怠了
坏心哇	1538899620	0	0	10	13	挺喜欢的一部番，最后一集那里满屏幕的，她也许经常迷路但她的心从未迷失方向，感动。为了细胞们在我们身体的努力，我们应该更加努力并爱惜自己的身体
tobenice	1538899493	0	0	10	13	在此，向所有的细胞致敬
没人受伤的世界	1538899303	0	0	10	13	好看，题材新颖！
蓝蓝的天0n	1538899103	0	0	10	13	为了身体的细胞，也有快乐健康 积极向上的活着。
FZ酱	1538899079	0	0	8	13	不错，剧情新颖。把人体细胞讲的如此细致。
东柠666	1538898882	0	0	10	13	非常棒
alan夜	1538898668	0	0	8	12	刚开始会感觉很有意思 后面发觉开始无聊
豌豆加柑橘	1538898618	0	0	10	13	有趣又甜蜜
孤断纳迦	1538898579	0	0	10	13	向所有的细胞，致以崇高的敬意。
纯小白F	1538898355	0	0	10	13	要爱护好自己的身体哟
jay泽	1538898045	0	0	10	12	真心喜欢这部番
风雨沙	1538898042	0	0	8	13	某种意义上不错的科普向
福尔摩宗	1538897782	0	0	10	13	在此，我向所有细胞致以最高的敬意。
内裤外穿男	1538897619	0	0	10	10	好好活着，有数十亿的细胞正在为你拼命，不要浪费了他们的心血。
天奕儿	1538897504	0	0	10	13	good
我惠美如画中仙z	1538897470	0	0	10	13	真的是一部非常好的番剧，最后来了一波高潮感动，感谢陪伴
Lalake611	1538897306	0	0	10	13	这个番让一个厌恶生物的文科生每周期待着更新，以前从来没有意识到原来在我眼里是一个小病的感冒和中暑等等会引发这么大的连锁反应，以后会更加珍惜自己的身体，好好锻炼，让红白血球好好谈恋爱（手动狗头）。
Eternal_Joker	1538897151	0	0	10	13	真的很好看
缘灬雾	1538896970	0	0	10	13	很不错的动漫，让学渣充分知道了许多
南南三	1538896931	0	0	10	13	多灾多难的身体完结了！
琉璃-RNG加油	1538896611	0	0	10	13	加油⊙⊙
琛-0529叶修生日快乐	1538896568	0	0	10	13	记得刚开始看预告的时候还没有多大的感觉嘞，没想到这么有趣呀～
凤思锦	1538896536	0	0	10	13	感觉我活到那么大真的不容易，我还没我的细胞勤奋真的太对不起了……生命真的很可贵啊，看完以后感觉我会更珍惜自己的生命，我的细胞为了让我活下去不停努力着，我总不能辜负了他们的辛苦吧。
@鬼l	1538896136	0	0	10	13	超赞！！
Kiki4176	1538895803	0	0	10	13	科普却又不无聊
东没	1538895645	0	0	8	13	这番真的很好
小纱布	1538895270	0	0	10	13	看了之后感觉自己要更努力的活着
想娶魔王的勇者	1538893910	0	0	10	13	世纪好番，一开始是因为无聊点开这部番，但是说真的，这部番教会了我很多，身为一个高三仔，因为这部番对生物又有了信心，最后结局真的泪目，此生无悔入此番(??ω??)?
绎璇子	1538893476	0	0	10	13	很可爱的一部番哦～已经追完啦！推荐给所有了解或不了解相关生物知识的盘友们～
闪闪哟Sshan	1538893276	0	0	10	13	5555555555等你第二季
曲终文未散	1538893272	0	0	10	13	好看。。作为高二党。。。表示生物瞬间充满了兴趣
账号什么时候注销	1538893064	0	0	10	13	献上硬币
f00iv	1538892940	0	0	10	13	好好活着
砚今耶	1538892888	0	0	10	12	今天终于想起来过来评分了，这是唯一一个我在我妈面前看没被她说的动漫了(T＿T)
寒枫之语	1538892757	0	0	10	1	很有意思的番
冬瓜120306	1538892245	0	0	10	13	最后好燃啊。。。不会辜负我体内细胞的努力的
乔君家的小洛子	1538892199	0	0	10	13	好看
啾啾复唧唧	1538892041	0	0	10	13	敲棒的一部科普番，第一次评分献给所有的细胞，辛苦啦(?????????)
我的源千鹤	1538891615	0	0	10	13	那还是强的啊
ZEmunich	1538891565	0	0	10	13	真的太棒了呢
羽落诉怜殇	1538891549	0	0	10	13	很不错，希望能多一点这样的番剧
源氏重宝-膝丸	1538891548	0	0	10	11	抱走白哥
懒癌患者吖梨	1538891524	0	0	10	12	好看！
